Country,Place,Start date,End date,Level,url,update,Confirmed
United States,Minnesota,2020-03-27,2020-05-18,State,https://mn.gov/deed/newscenter/covid/safework/?mod=article_inline,2020-05-19,True
United States,Mississippi,2020-04-03,2020-04-27,State,https://www.wired.com/story/which-states-reopening-lockdown/,2020-05-03,True
United States,Missouri,2020-04-03,2020-05-04,State,https://www.wired.com/story/which-states-reopening-lockdown/,2020-05-03,True
United States,Montana,2020-03-28,2020-04-27,State,https://www.wired.com/story/which-states-reopening-lockdown/,2020-05-03,True
United States,Nevada,2020-03-17,2020-05-09,State,https://eu.rgj.com/story/news/2020/05/07/these-businesses-can-reopen-nevadas-phase-1-reopening/3092295001/,2020-05-19,True
United States,New Hampshire,2020-03-27,2020-05-11,State,https://www.wired.com/story/which-states-reopening-lockdown/,2020-05-03,True
United States,New Jersey,2020-03-21,2020-06-09,State,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,2020-09-01,True
United States,New Mexico,2020-03-24,2020-05-31,State,https://www.governor.state.nm.us/2020/05/13/state-to-further-modify-public-health-emergency-order/?mod=article_inline,2020-05-19,True
United States,New York,2020-03-22,2020-06-10,State,https://nymag.com/intelligencer/2020/06/when-will-new-york-reopen-phases-and-full-plan-explained.html,2020-06-11,True
United States,North Carolina,2020-03-30,2020-05-08,State,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,2020-05-10,True
United States,North Dakota,2020-03-30,2020-05-01,State,https://www.wired.com/story/which-states-reopening-lockdown/,2020-05-03,True
United States,Ohio,2020-03-23,2020-05-12,State,https://www.wired.com/story/which-states-reopening-lockdown/,2020-05-03,True
United States,Oklahoma,2020-04-01,2020-04-24,State,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,2020-09-01,True
United States,Oregon,2020-03-23,2020-05-15,State,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,2020-09-01,True
United States,Pennsylvania,2020-04-01,2020-05-08,State,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,2020-05-10,True
United States,Rhode Island,2020-03-30,2020-05-09,State,https://www.wired.com/story/which-states-reopening-lockdown/,2020-05-03,True
United States,South Carolina,2020-04-07,2020-05-04,State,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,2020-05-10,True
United States,Tennessee,2020-04-02,2020-04-29,State,https://www.wired.com/story/which-states-reopening-lockdown/,2020-05-03,True
United States,Texas,2020-04-02,2020-04-30,State,https://www.wired.com/story/which-states-reopening-lockdown/,2020-05-03,True
United States,Utah,2020-03-26,2020-05-01,State,https://www.wired.com/story/which-states-reopening-lockdown/,2020-05-03,True
United States,Vermont,2020-03-25,2020-05-01,State,https://www.wired.com/story/which-states-reopening-lockdown/,2020-05-03,True
United States,Virginia,2020-03-24,2020-05-15,State,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,2020-09-01,True
United States,Washington,2020-03-25,2020-05-26,State,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,2020-09-01,True
United States,West Virginia,2020-03-24,2020-05-04,State,https://www.wired.com/story/which-states-reopening-lockdown/,2020-05-03,True
United States,Wisconsin,2020-03-25,2020-05-13,State,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,2020-09-01,True
Venezuela,Venezuela,2020-03-17,2020-07-12,National,https://www.garda.com/crisis24/news-alerts/350706/venezuela-nationwide-lockdown-extended-until-july-12-update-7,2020-09-01,True
Zimbabwe,,2020-03-30,,National,https://www.news24.com/Africa/Zimbabwe/zimbabwe-extends-coronavirus-lockdown-indefinitely-20200518,2020-05-19,False
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
